state,chr_release_year,unemployment_rate,pct_frequent_mental_distress,income_inequality,social_associations,pct_uninsured,drug_overdose_deaths,pct_excessive_drinking,pct_adult_smoking
Louisiana,2022,8.25407496,18.85204205,5.4374498797,9.5379575864,10.34945413,30.836837085,21.89615343,22.64167684
Louisiana,2023,5.48339128,18.22160105,5.7116793779,9.3039916751,9.62010692,30.836837085,21.937482959999997,18.9
Maine,2019,3.2790936200000003,13.95409487,4.6064249739,11.115458824,10.10007804,26.171499887,20.50413106,19.76057535
Maine,2020,3.3670173400000003,13.74663516,4.6060922996,11.288210931,10.245537,28.009456312,20.21985275,17.30342833
Maine,2021,3.02828206,15.70047663,4.5257152307,11.252207854,10.23123802,28.368631958,21.97924433,19.40244617
Maine,2022,5.43731625,15.644125850000002,4.4987672976,10.965532223,10.17282453,30.053881253,22.45712473,19.14415865
Maine,2023,4.62685954,13.63949977,4.5322762033,10.954411428,9.2544036,30.053881253,19.01948622,18.0
Maryland,2019,4.13771125,10.34276079,4.543963964,9.0119633731,7.030902310000001,30.849196612,16.53606648,13.68628613
Maryland,2020,3.92488655,11.81124792,4.5451913612,8.9951103545,7.02985666,36.524074251,16.629227450000002,13.84752518
Maryland,2021,3.57899056,11.35303549,4.5404783292,9.0307043949,6.9355433600000005,38.256780725,15.41489918,12.61292806
Maryland,2022,6.760909460000001,12.1429118,4.5122050891,8.9518466078,6.960200599999999,41.137112686,15.95516472,12.75089221
Maryland,2023,5.77298057,12.66234804,4.52502726,8.8543185527,6.693203239999999,41.137112686,14.59143765,11.1
Massachusetts,2019,3.71029856,12.17496662,5.4828918322,9.3705330135,2.98281738,29.898338807,20.12427904,13.61805295
Massachusetts,2020,3.33860559,11.45486788,5.4779781363,9.4259046777,3.27980786,32.254698184,21.34634262,13.66761859
Massachusetts,2021,2.9045666000000003,12.97135494,5.3988205672,9.4405380121,3.27577095,32.046330308,23.54608596,13.691869919999998
Massachusetts,2022,8.861822440000001,12.90040993,5.3612927805,9.3681497128,3.53782832,32.641754784,22.46698125,12.1957696
Massachusetts,2023,5.74243388,13.386150120000002,5.4488569086,9.3086692041,3.15610998,32.641754784,19.29640831,11.4
Michigan,2019,4.63866305,13.95733124,4.7074556854,9.8909178812,6.384517689999999,23.549981423,20.51313643,20.42855668
Michigan,2020,4.14581073,13.83217294,4.6818299414,9.9003132908,6.12313537,25.536591305,19.60625899,19.30484974
Michigan,2021,4.0801074,14.76447695,4.6363262114,9.7930004407,6.5018258,25.613553985,20.92030853,20.12128017
Michigan,2022,9.87665593,17.081657149999998,4.5984578885,9.7117641717,7.02504595,25.826957647,20.4730893,19.58071456
Michigan,2023,5.872215499999999,16.58703944,4.601824274,9.5790370895,6.40802011,25.826957647,20.06392245,19.3
Minnesota,2019,3.4523999200000004,9.61190549,4.3430621,12.974750505,4.7918151,11.973844204,22.89942502,15.2037811
Minnesota,2020,2.90988066,9.38559071,4.3182534626,13.020464419,5.08524378,12.215897341,21.71279577,14.51363317
Minnesota,2021,3.2317349099999997,10.86227322,4.2930325235,12.901032029,5.13613729,12.842137329,23.18634595,15.522667170000002
Minnesota,2022,6.17644103,12.07081532,4.2591223875,12.647988379,5.80254231,14.655651626,23.44871105,14.95352817
Minnesota,2023,3.40800057,12.83251115,4.2432810587,12.426330245,5.91693063,14.655651626,21.53299087,14.3
Mississippi,2019,5.07460075,14.491920790000002,5.3349223811,12.55718992,13.97982996,11.790086489,13.67704493,22.74065128
Mississippi,2020,4.76095293,16.10487182,5.3073494047,12.663784726,14.46177895,11.340100784,13.6364223,22.18639774
Mississippi,2021,5.4247292,15.72658095,5.3461053115,12.666874265,14.4407163,11.825484904,14.75048705,20.96281168
Mississippi,2022,8.08413189,17.62242491,5.3874110993,12.559855034,15.40041812,14.446554189,15.87757288,21.12115212
Mississippi,2023,5.5682192399999995,14.61405533,5.3325273339,12.35006502,13.94502419,14.446554189,16.43037995,20.7
Missouri,2019,3.75625466,13.8434806,4.5813448042,11.591990809,10.58955249,20.798018437,19.47279093,22.13770891
Missouri,2020,3.1969946300000003,14.19197482,4.5767941855,11.778788432,10.90508781,23.71681555,19.75779505,20.77499287
Missouri,2021,3.2940166799999995,14.83053295,4.5458949303,11.644586459,11.36301693,24.813069435,20.50213683,20.07718611
Missouri,2022,6.07797662,15.5920946,4.4826504765,11.516224712,11.94582562,27.520403001,19.47944798,20.43055405
Missouri,2023,4.378411069999999,15.942469779999998,4.5200045681,11.35161426,12.17118368,27.520403001,19.95421382,18.6
Montana,2019,4.03020609,10.64997486,4.5404612352,14.110041054,10.04805066,12.028297209,20.712900410000003,18.52979131
Montana,2020,3.72153336,11.86566847,4.4922177278,14.269490611,10.44142312,11.504387196,20.94283236,17.158146969999997
Montana,2021,3.48320441,12.18249481,4.4402098636,14.308508385,10.23511042,12.163782981,21.85167809,18.91565059
Montana,2022,5.88809489,14.44936409,4.4007747559,13.997294106,10.23106932,13.38871487,24.31937859,17.68534754
Montana,2023,3.37356411,13.896363849999998,4.4019663452,13.844455323,10.79585993,13.38871487,23.88784886,17.5
Nebraska,2019,2.93658226,9.68512728,4.2193287953,13.979223078,9.74766162,6.9539303859,21.13559461,16.990463950000002
Nebraska,2020,2.79483045,10.74980928,4.2142530139,14.140065289,9.6002101,7.1224328841,21.72827136,15.39411734
Nebraska,2021,3.0483752600000003,11.29182703,4.2244860228,13.958662042,9.44834985,7.7977064023,23.72978399,16.5660997
Nebraska,2022,4.230367220000001,11.41586812,4.1397014502,13.926741411,9.51535861,8.8429553191,23.20984875,15.119822050000002
